nama_pengulas,ulasan,rating,nama_gerai,text_clean,word_count,sentiment,aspek_rasa,sentimen_rasa,aspek_harga,sentimen_harga,aspek_pelayanan,sentimen_pelayanan,aspek_kecepatan,sentimen_kecepatan,aspek_kebersihan,sentimen_kebersihan,aspek_stok,sentimen_stok,aspek_aplikasi,sentimen_aplikasi,rating_num
Muhammad Nasril Nufa,"Suka banget dengan oatside kopi kenangan mantannya pos pengumben ❤️
Jenis pesanan…
Lainnya",5 bintang,KopiKenangan-PosPengumbenJakartaBarat,suka banget oatside kopi kenang mantan pos pengumben pesan,9,positive,1,neutral,0,None,0,None,0,None,0,None,0,None,1,neutral,5.0
Hj Haerudin,Orderan udah masuk 1 jam lebih blon jadi jadi juga karyawan nya lelet kurang gesit rugi miara karyawan ini,1 bintang,KopiKenangan-PosPengumbenJakartaBarat,order masuk jam blon karyawan nya lambat gesit rugi miara karyawan,11,negative,0,None,0,None,1,negative,1,negative,0,None,0,None,1,negative,1.0
Nurul Shiva Astuti,"Saya order 2 kopi via aplikasi, bisa bisanya di kirim dengan rasa kopi yg basi
Makanan: 1",1 bintang,KopiKenangan-PosPengumbenJakartaBarat,order kopi via aplikasi bisa kirim kopi basi makan,9,negative,1,negative,0,None,0,None,0,None,0,None,0,None,1,negative,1.0
Kharisma Yogi,"Tempatnya bersih dan nyaman pelayanannya oke baristanya ramah
Makanan: 5…
Lainnya",5 bintang,KopiKenangan-PosPengumbenJakartaBarat,tempat bersih nyaman layan oke baristanya ramah makan,8,positive,0,None,0,None,1,positive,0,None,1,positive,0,None,0,None,5.0
Ariq Fakhriano,"lagunya jelek, idealist. playlist sesuka baristanya, bukan lagu trending
Suasana: 1",1 bintang,KopiKenangan-PosPengumbenJakartaBarat,lagu jelek idealist playlist suka baristanya lagu trend suasana,9,negative,0,None,0,None,1,neutral,0,None,1,neutral,0,None,0,None,1.0
Vin Sriyadi,"Yuks utk barista pos pengumben nya bisa kasih senyum nya buat customer yg datang spt di kopken dewisartika, spbu pertamina durensawit, ruko pondok bambu, tebet raya, jati asih. kalo tempat pos pengumben sih enak luas nyaman.. ac dan non ac tersedia.. mantab.. sukses ya..kopken.. luar biasa deh kopken . Lainnya",4 bintang,KopiKenangan-PosPengumbenJakartaBarat,yuks barista pos pengumben nya kasih senyum nya customer kopken dewisartika spbu pertamina durensawit rumah toko pondok bambu tebet raya jati asih pos pengumben sih enak luas nyaman ac non ac sedia mantab sukses yakopken deh kopken,37,positive,1,positive,0,None,0,None,0,None,1,positive,0,None,0,None,4.0
Ninda Ayu,"pertama kali beli disini lewat gojek. beli kopken yg seliter, ternyata pas dateng rasanya asem gatau kenapa padahal langsung di taro kulkas. agak kecewa sih padahal suka banget beli kopken:( Lainnya",1 bintang,KopiKenangan-PosPengumbenJakartaBarat,beli sini gojek beli kopken liter pas dateng asam gatau taro kulkas agak kecewa sih suka banget beli kopken,19,negative,0,None,1,positive,0,None,0,None,0,None,0,None,1,negative,1.0
Gojo Satoru,"Enak banget tempatnya, kopi dan pastrynya enak, parkir luas 🔥 …
Makanan: 5…
Lainnya",5 bintang,KopiKenangan-PosPengumbenJakartaBarat,enak banget tempat kopi pastrynya enak parkir luas makan,9,positive,1,negative,0,None,0,None,0,None,1,positive,0,None,0,None,5.0
Nur Oktaviani,"Tempatnya bagus, luas banget, kopinya enak pool 😊 …
Makanan: 5…
Lainnya",5 bintang,KopiKenangan-PosPengumbenJakartaBarat,tempat bagus luas banget kopi enak pool makan,8,positive,1,negative,0,None,0,None,0,None,1,neutral,0,None,0,None,5.0
Citha Ahmad Pauzi,"Tempatnya nyaman, parkiran luas
Makanan: 5…
Lainnya",5 bintang,KopiKenangan-PosPengumbenJakartaBarat,tempat nyaman parkir luas makan,5,positive,0,None,0,None,0,None,0,None,1,positive,0,None,0,None,5.0
Mugiwara Asta,"Tempatnya nyaman, baristanya humble
Makanan: 5…
Lainnya",5 bintang,KopiKenangan-PosPengumbenJakartaBarat,tempat nyaman baristanya humble makan,5,positive,0,None,0,None,1,neutral,0,None,1,positive,0,None,0,None,5.0
Bias Cahaya,"Pelayanan lambat
Main hp dulu, baru melayani",2 bintang,KopiKenangan-PosPengumbenJakartaBarat,layan lambat main hp layan,5,negative,0,None,0,None,1,negative,1,positive,0,None,0,None,0,None,2.0
Zal Wanzha,"Sy beli kopi kenangan di store pos Pengumben tgl 19 maret 2026 yg harga 130 rb dpt 2 liter
Kopi kenangan nya awal nya enak tp besok nya udh asem rasanya … Lainnya",1 bintang,KopiKenangan-PosPengumbenJakartaBarat,beli kopi kenang store pos pengumben tanggal maret harga rb liter kopi kenang nya awal nya enak besok nya udh asam,21,negative,1,neutral,0,None,0,None,0,None,0,None,0,None,0,None,1.0
annisa aulia rahmah,"Kali ini nyobain menu baru mereka, si apple pie. Jujur untuk teksturnya udah oke bgtt tapii si saus arennya terlalu thick dan nutup rasa apple jadinya ga balance. Saus arennya juga kelat nempel di mulut gitu jadi aftertastenya kaya manissss bgt. Overall untuk apple pienya 7.5/10 semoga besok kalo cobain udah lebih yummy yaaa kak! Lainnya",5 bintang,KopiKenangan-PosPengumbenJakartaBarat,nyobain menu si apple pie jujur tekstur oke bgtt tapi si saus aren thick nutup apple ga balance saus aren kelat nempel mulut aftertastenya kaya manissss banget overall apple pienya moga besok cobain yummy yaaa kak,36,positive,1,negative,0,None,0,None,0,None,0,None,1,neutral,1,negative,5.0
Vidiaaadwi Ramdani,"Kopi berkualitas tinggi
Staf ramah, nyaman dan suasana menyenangkan
Ini tempat favorit baru saya untuk akhir pekan. 10/10! Lainnya",5 bintang,KopiKenangan-PosPengumbenJakartaBarat,kopi kualitas staf ramah nyaman suasana senang favorit,8,positive,1,positive,0,None,1,negative,0,None,1,negative,0,None,0,None,5.0
Rrea Yovita,"kedai kopi terbaik yang pernah ada
Makanan: 5…
Lainnya",5 bintang,KopiKenangan-PosPengumbenJakartaBarat,kedai kopi baik makan,4,positive,1,negative,0,None,1,negative,0,None,0,None,0,None,0,None,5.0
Arif Dwi,"Pelayanan yang baik
Makanan: 5
Layanan:…
Lainnya",5 bintang,KopiKenangan-PosPengumbenJakartaBarat,layan makan layan,3,positive,0,None,0,None,1,negative,0,None,0,None,0,None,0,None,5.0
Adriani MauLydia Fitriyah,"mantaaappp
Makanan: 5
Layanan:…
Lainnya",5 bintang,KopiKenangan-PosPengumbenJakartaBarat,mantaaappp makan layan,3,positive,0,None,0,None,1,neutral,0,None,0,None,0,None,1,neutral,5.0
Kundan Karna,Tempat Terbaik untuk Kopi,5 bintang,KopiKenangan-PosPengumbenJakartaBarat,baik kopi,2,positive,1,positive,0,None,1,positive,0,None,0,None,0,None,0,None,5.0
latifah zahara,"Terbaik🧡 …
Makanan: 5
Layanan:…
Lainnya",5 bintang,KopiKenangan-PosPengumbenJakartaBarat,baik makan layan,3,positive,0,None,0,None,1,neutral,0,None,0,None,0,None,0,None,5.0
Anatasya Delica siregar,"Tempat yang nyaman untuk duduk dan mengobrol.
Jenis pesanan
Makan di tem…
Lainnya",5 bintang,KopiKenangan-PosPengumbenJakartaBarat,nyaman duduk obrol pesan makan tem,6,positive,1,neutral,0,None,0,None,0,None,1,negative,0,None,1,neutral,5.0
Tegar rahmat Eka cahya,Bagus,5 bintang,KopiKenangan-PosPengumbenJakartaBarat,bagus,1,positive,0,None,0,None,0,None,0,None,0,None,0,None,0,None,5.0
Salsabila Puteri Marchely,sangat nyaman,5 bintang,KopiKenangan-PosPengumbenJakartaBarat,nyaman,1,positive,0,None,0,None,0,None,0,None,1,negative,0,None,0,None,5.0
Arief,"Kopi Kenangan Pos Pengumben berlokasi di Kompleks Bulog - Jl. Raya Pos Pengumben
Parkir mobil cukup luas dan mudah diakses. … Lainnya",4 bintang,KopiKenangan-PosPengumbenJakartaBarat,kopi kenang pos pengumben lokasi kompleks bulog jl raya pos pengumben parkir mobil luas mudah akses,16,positive,1,positive,0,None,0,None,0,None,1,negative,0,None,0,None,4.0
Maharani Sapto,"Musiknya terlalu keras, membuat suasana jadi kurang nyaman.
Jenis pesanan…
Lainnya",3 bintang,KopiKenangan-PosPengumbenJakartaBarat,musik keras buat suasana nyaman pesan,6,neutral,1,neutral,0,None,0,None,0,None,1,positive,0,None,1,neutral,3.0
peb_inside,"kopi kenangan ini pinggir jalan . samping nya hollan bakery. parkiran luas nyaman
Jenis pesanan…
Lainnya",5 bintang,KopiKenangan-RafflesSquareJuandaJakarta,kopi kenang pinggir jalan samping nya hollan bakery parkir luas nyaman pesan,12,positive,1,negative,0,None,0,None,0,None,1,positive,0,None,1,neutral,5.0
Faris Akbar Fauzan Azmi,"Kopi kenangan Ruko Ceger ini adalah penyelamat ketika sudah cape, panas, macet setelah dari ""Cipadu"" lokasi lumayan dekat namun sayang slot parking amat sangat terbatas sehingga beberapa kali kesulitan untuk parkir. … Lainnya",4 bintang,KopiKenangan-RafflesSquareJuandaJakarta,kopi kenang rumah toko ceger selamat capek panas macet cipadu lokasi lumayan sayang slot parking batas sulit parkir,18,positive,1,negative,0,None,0,None,0,None,1,negative,0,None,0,None,4.0
Cny Cindul,"Langganan kopi kenangan! Selain rasanya pas dan harganya terjangkau suka ada promo jugaa. Utk Strategis karna pinggir jalan, samping holland bakery. Tempatnya bisa dine in ada 2 lantai, lantai 1 dan lantai 2 (no smooking/smooking area) … Lainnya",5 bintang,KopiKenangan-RafflesSquareJuandaJakarta,langgan kopi kenang pas harga jangkau suka promo jugaa strategis pinggir jalan samping holland bakery tempat dine in lantai lantai lantai smookingsmooking area,23,positive,1,positive,1,positive,0,None,0,None,1,negative,0,None,0,None,5.0
Satun Tri Rahma,"Enak pesen kopi di sini
Deket kantor
Ada wifi … Lainnya",5 bintang,KopiKenangan-RafflesSquareJuandaJakarta,enak sen kopi deket kantor wifi,6,positive,1,negative,0,None,0,None,0,None,0,None,0,None,0,None,5.0
Bonnie Budiman,"Kopi kenangan bukan untuk mengenang mantan 😁
Kalo emang gak punya 🤣
Tapi emang enak kopi nya … Lainnya",5 bintang,KopiKenangan-RafflesSquareJuandaJakarta,kopi kenang kenang gak enak kopi nya,7,positive,1,negative,0,None,0,None,0,None,0,None,0,None,0,None,5.0
andy wiyanto,"Hari ini (Minggu) dan kemarin (Sabtu) saya ke smoking room di lantai 2. Suasana selalu sepi dalam 2 hari ini, hanya ada saya di lantai 2.
Sekalipun agak panas (smoking room non AC, tapi ada kipas angin), tapi sangat … Lainnya",5 bintang,KopiKenangan-RafflesSquareJuandaJakarta,smoking room lantai suasana sepi dalam lantai agak panas smoking room non ac kipas angin,15,positive,1,negative,0,None,0,None,0,None,1,positive,0,None,0,None,5.0
Arriya,"pesan kopi sudah setengah jam baru jadi, sedangkan yang baru datang langsung didahulukan ini bagaimana ya antriannya? apa memang yang datang belakangan dilayanin terlebih dahulu kah? haduh Lainnya",1 bintang,KopiKenangan-RafflesSquareJuandaJakarta,pesan kopi jam dahulu iya antri memang dilayanin haduh,9,negative,1,negative,0,None,1,negative,1,negative,0,None,0,None,1,negative,1.0
Kintil 123,resto ga jls di aplikasi buka pas di toko tutup KLO ga niat buka 24 jam ga ush buka driver yang kena imbasnya,1 bintang,KopiKenangan-RafflesSquareJuandaJakarta,resto ga jls aplikasi buka pas toko tutup ga niat buka jam ga ush buka driver kena imbas,18,negative,1,negative,1,negative,0,None,1,negative,0,None,0,None,1,negative,1.0
rita desianti (bunces),"Racikan kopinya pas, tersedia roti dan cookies. Tempatnya jg nyaman utk nongki.bawa anak2 juga bisa karena ada ice creamnya 😊 … Lainnya",5 bintang,KopiKenangan-RafflesSquareJuandaJakarta,racik kopi pas sedia roti cookies tempat nyaman nongkibawa anak ice creamnya,12,positive,1,positive,1,positive,0,None,0,None,1,positive,1,positive,0,None,5.0
Fadli Oktavian,"Lama banget dan ternyata yg melayani cuma 1 orang, handle kasir sekaligus barista
Makanan: 1…
Lainnya",1 bintang,KopiKenangan-RafflesSquareJuandaJakarta,banget layan handle kasir barista makan,6,negative,0,None,0,None,1,negative,0,None,0,None,0,None,0,None,1.0
Dian Astuti,Pelayanan nya sangat ramah bintang 5 saya minta dikurangi kopi nya ternyata sesuai maakasii kaka semangatt kerjanya yaaa kapan kapan mau mampir ke outlet langsung🤗 … Lainnya,5 bintang,KopiKenangan-RafflesSquareJuandaJakarta,layan nya ramah bintang rang kopi nya maakasii kakak semangatt kerja yaaa mampir outlet,14,positive,1,negative,0,None,1,negative,0,None,0,None,1,negative,0,None,5.0
Oim panca,Parkir liar memaksa tidak di kasih ngmgnya provokasi dan tidak mengenakan. Lebih baik beli online saja jangan ke lokasi. Manajen tolong di kondisikan. Lainnya,1 bintang,KopiKenangan-RafflesSquareJuandaJakarta,parkir liar paksa kasih ngmgnya provokasi kena beli online lokasi manajen kondisi,12,negative,0,None,0,None,0,None,0,None,0,None,0,None,0,None,1.0
Tema Dwi Pranata Lase,"Ruko 2 lantai, tersedia smoking area, toilet tersedia di kedua lantainya. Di sebelah Holland bakery. Lainnya",5 bintang,KopiKenangan-RafflesSquareJuandaJakarta,rumah toko lantai sedia smoking area toilet sedia lantai belah holland bakery,12,positive,0,None,0,None,0,None,0,None,1,positive,1,positive,0,None,5.0
Mey,"Kopi mayan enak kalo pake app lebih murah, toilet bersih, ada smooking room
Makanan: 4…
Lainnya",4 bintang,KopiKenangan-RafflesSquareJuandaJakarta,kopi mayan enak pakai app murah toilet bersih smooking room makan,11,positive,1,negative,1,negative,0,None,0,None,1,neutral,0,None,0,None,4.0
surya wijaya,"Udah 2x pesan disini dan salah pesanan terus.

1. Pesan butterscoth seasalt, tawar ga ada krim cloud juga. Complain terus … Lainnya",1 bintang,KopiKenangan-RafflesSquareJuandaJakarta,x pesan sini salah pesan pesan butterscoth seasalt tawar ga krim cloud complain,13,negative,1,negative,0,None,0,None,0,None,0,None,0,None,1,negative,1.0
Tombus Siagian,"Saat melintas di jalan Ceger Raya menuju Harmony swalayan kami terjebak macet tepat di depan ruko ini, ya sudah saya belokan mobil ke arah parkiran ruko. Sambil menunggu jalanan lancar kembali saya dan keluarga memesan kopi sesuai selera masing-masing. Lumayan tegukan kopi melepaskan kepenatan akibat macet. Yuuk, diseruput kopinya👍😊 … Lainnya",4 bintang,KopiKenangan-RafflesSquareJuandaJakarta,lintas jalan ceger raya tuju harmony swalayan jebak macet rumah toko iya belok mobil arah parkir rumah toko tunggu jalan lancar keluarga mes kopi selera masingmasing lumayan teguk kopi lepas penat akibat macet yuuk seruput kopi,36,positive,1,negative,0,None,1,negative,1,negative,1,negative,0,None,0,None,4.0
Sulthanul Razvi,"Meja kursi nya tolong di bersihin ya stiap kesni selalu ber debu
Layanan: 3…
Lainnya",2 bintang,KopiKenangan-RafflesSquareJuandaJakarta,meja kursi nya bersihin iya kesni ber debu layan,9,negative,1,negative,0,None,1,neutral,0,None,1,negative,0,None,0,None,2.0
Anggara P.,"pelayanan buruk kopi kenangan cabang ceger, ya🤦🏼‍♂️
pengalaman saya membeli 1 buah kopi memakai atribut OJOL dilayani buruk, selepas selesai pesan ada customer lain yang membeli sangat berbeda pelayanannya, … Lainnya",1 bintang,KopiKenangan-RafflesSquareJuandaJakarta,layan buruk kopi kenang cabang ceger iya alam beli buah kopi pakai atribut ojol layan buruk lepas selesai pesan customer beli beda layan,23,negative,1,negative,0,None,1,negative,0,None,0,None,0,None,1,negative,1.0
Vinca Amalia,"""voucher dapat ditukar di outlet lain""; mungkin perlu kopi kenangan dan tiktok perlu synchronize ulang mana outlet2 yang bisa menukarkan vocernya Lainnya",3 bintang,KopiKenangan-RafflesSquareJuandaJakarta,voucher tukar outlet mungkin kopi kenang tiktok synchronize ulang outlet tukar vocernya,12,neutral,1,positive,0,None,0,None,0,None,0,None,1,negative,0,None,3.0
rina wijayanti,"udah langganan banget beli kopi dan nongkrong disini, takaran kopi dan gulanya selalu pas dan enak. tapi hari selasa kemarin saya beli kopi dibuatkan manis bangett, kynya gulanya kebanyakan dan baristanya juga baru bukan mas mas yang … Lainnya",5 bintang,KopiKenangan-RafflesSquareJuandaJakarta,langgan banget beli kopi nongkrong sini takar kopi gula pas enak beli kopi buat manis bangett kynya gula banyak baristanya mas mas,22,positive,1,negative,1,negative,1,negative,0,None,0,None,0,None,0,None,5.0
Alifah Salshabia,"Abis ketipu abang ojol tp karyawannya super helpful & langsung grecep ganti minuman yang baruuu! Salut sm pelayanan kopken ruko ceger, semoga tetap bisa mempertahankan kualitas & kepercayaan customer yaa Lainnya",5 bintang,KopiKenangan-RafflesSquareJuandaJakarta,habis tipu abang ojol karyawannya super helpful grecep ganti minum baruuu salut sm layan kopken rumah toko ceger moga tahan kualitas percaya customer yaa,24,positive,1,negative,0,None,1,negative,0,None,0,None,1,negative,0,None,5.0
Demo Krazi,"Lokasi bukan di cipadu..
Ikut map bulan juni belum di update.
Lokasi sebenarnya dekat harmony swalayan
Sebelah holand bakery",5 bintang,KopiKenangan-RafflesSquareJuandaJakarta,lokasi cipadu map update lokasi harmony swalayan belah holand bakery,10,positive,0,None,0,None,1,neutral,0,None,0,None,0,None,0,None,5.0
Zainal Abidin,"PROMO NOBO NYA TIDAK TERSEDIA.. INFONYA SUSU NYA HABIS.. SUDAH TAU INGIN ADA PROMO MALAH GA ADA PREPARE..
KLO GA EMNG GA READY DI TIKTOK PROMONYA D HAPUS ATAU SDH TIDAK TERSEDIA..
YG PARAH NYA LAGI, REVIEW COMENT SYA D TIKTOK DI HAPUS 👏🏼 … Lainnya",1 bintang,KopiKenangan-RafflesSquareJuandaJakarta,promo nobo nya sedia info susu nya habis promo ga prepare ga memang ga ready tiktok promonya hapus sdh sedia parah nya review coment sya tiktok hapus,27,negative,1,negative,1,negative,0,None,0,None,0,None,1,negative,0,None,1.0
Suriadi daulay,"Pelayanan kayaik GK memuas kan, kopi biasa aja . Yang d Ceger 👎 …",1 bintang,KopiKenangan-RafflesSquareJuandaJakarta,layan kayaik gk muas kan kopi ceger,7,negative,1,negative,0,None,1,positive,0,None,0,None,0,None,0,None,1.0
Achi Achi,"Buat mbak2 barista yg jaga sore ini tgl 28 juni, kalo baru opening, bikin first impression yg bagus dong ke customer. Ini baru opening, ngelayanin customer gak ngeliat mata cust, ditanya apa malah nyuruh cust sabar. Mentang2 promo? Dikira gw gak mampu kali beli kalo gak promo? Njs",2 bintang,KopiKenangan-RafflesSquareJuandaJakarta,mbak barista jaga sore tanggal opening bikin first impression bagus customer opening ngelayanin customer gak lihat mata cust tanya nyuruh cust sabar mentang promo gak beli gak promo njs,29,negative,1,negative,1,negative,1,negative,0,None,0,None,0,None,0,None,2.0
Agung B (Agung),Fokus barista tingkatin lagi. Kebalik mana yg less sugar mana yg normal sugar. Jadi curiga setiap beli additional 1 shot espresso beneran additional nggak hmmm Lainnya,2 bintang,KopiKenangan-RafflesSquareJuandaJakarta,fokus barista tingkatin balik sugar normal sugar curiga beli additional shot espresso beneran additional hmmm,15,negative,1,negative,0,None,1,negative,0,None,0,None,0,None,0,None,2.0
SG Team,"Kopi dan tempatnya enak ❤️❤️❤️
Makanan: 5…
Lainnya",5 bintang,KopiKenangan-RafflesSquareJuandaJakarta,kopi tempat enak makan,4,positive,1,negative,0,None,0,None,0,None,1,negative,0,None,0,None,5.0
yahya sofyan dani,"Pagi - pagi jalan sekitar jam 09.30 an karena anak minta makan atau sarapan soto betawi di daerah ceger raya.. eh ga taunya pas nengok keluar untuk cari kopi, ada iklan spanduk "" kopi kenangan beli 1 gratis 1... udah langsung tancap aja … Lainnya",4 bintang,KopiKenangan-RafflesSquareJuandaJakarta,pagi pagi jalan jam an anak makan sarap soto betawi daerah ceger raya eh ga tau pas nengok keluar cari kopi iklan spanduk kopi kenang beli gratis tancap,28,positive,1,negative,1,negative,0,None,1,negative,0,None,0,None,0,None,4.0
Saddam Sanani,"ketuker antara yg butterscotch dan kenangan mantan
Makanan: 5…
Lainnya",5 bintang,KopiKenangan-RafflesSquareJuandaJakarta,ketuker butterscotch kenang makan,4,positive,0,None,0,None,0,None,0,None,0,None,0,None,0,None,5.0
Kuliah Nasihat,"Gak ada rasa empati dan gak memahami pelanggannya yang loyal. Sangat disayangkan sekali, padahal bukan pelanggan yang beli 1-2 kali. … Lainnya",1 bintang,KopiKenangan-RafflesSquareJuandaJakarta,gak empati gak paham langgan loyal sayang langgan beli,9,negative,0,None,0,None,0,None,0,None,0,None,0,None,0,None,1.0
Yoanne Sanjaya,"mesen coklat, dapetny kopi. lgsg muntah krn emang gbs mnum kopi. pas dihubungi utk komplen malah no respon, kocak Lainnya",1 bintang,KopiKenangan-RafflesSquareJuandaJakarta,mesen coklat dapetny kopi muntah tidak bisa mnum kopi pas hubung komplen respon kocak,14,negative,1,neutral,1,positive,0,None,0,None,0,None,0,None,0,None,1.0
